Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Style (product.metafields.app--4560999.style),Carats Max (product.metafields.nivoda.caratsmax),Carats Min (product.metafields.nivoda.caratsmin),Nivoda Stock ID (product.metafields.nivoda.nivodastockid),Setting Stock ID (product.metafields.nivoda.settingstockid),Supported Shapes (product.metafields.nivoda.supportedshapes),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-wave-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002656_WHITE_DOWN.jpg?v=1769692011,11,"",,,,,,,,,,,,,,,,,,
three-stone-ring-baguette-side-stones-2,Three-Stone Ring (Baguette Side Stones) 2,"<p>Celebrate your journey together with a meaningful three-stone design—representing your past, present, and future in brilliant harmony.</p>
    <table style=""width:100%; border:none; border-collapse:collapse;"">
      <tr>
        <td style=""text-align:left; border:none;""><strong>Band width</strong></td>
        <td style=""text-align:right; border:none;"">2.60 mm</td>
      </tr>
      
    
      <tr>
        <td style=""text-align:left; border:none;""><strong>Side stones count</strong></td>
        <td style=""text-align:right; border:none;"">2</td>
      </tr>
      <tr>
        <td style=""text-align:left; border:none;""><strong>Side stones weight</strong></td>
        <td style=""text-align:right; border:none;"">0.60 ct</td>
      </tr>
    

    

    
      <tr>
        <td style=""text-align:left; border:none;""><strong>Side stone colour</strong></td>
        <td style=""text-align:right; border:none;"">EF / GH</td>
      </tr>

    
      <tr>
        <td style=""text-align:left; border:none;""><strong>Side stone clarity</strong></td>
        <td style=""text-align:right; border:none;"">VS / VS2</td>
      </tr>

    
  
    </table>
    <p><em>Note: Side stone count and weight are based on a 1.5 ct Round center stone and may vary depending on the actual
  size of the selected center stone.</em></p>",The Diamond Guy™ ,,setting,"",true,Metal,9K White Gold,,Shape,Radiant,,,,,,0.0,,0,deny,manual,19440.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_FRONT.jpg?v=1769692005,1,"",false,,,three-stone,3.0,0.5,UN006-R-3ST,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_DOWN_23feee1e-f896-4742-b6d0-b3646579e9a3.jpg?v=1769692007,kg,,,active
three-stone-ring-baguette-side-stones-2,,,,,,,,,9K Yellow Gold,,,Radiant,,,,,,0.0,,0,deny,manual,19440.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_DOWN.jpg?v=1769692007,2,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_YELLOW_DOWN_a313ec5e-6cd9-434c-a9dd-bac3b09098c7.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,9K Rose Gold,,,Radiant,,,,,,0.0,,0,deny,manual,19440.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_YELLOW_DOWN_7c685282-2701-4803-b2cb-3c37eb31b4b6.jpg?v=1769692007,3,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_ROSE_DOWN_f8c0154b-9574-47e7-b1a3-9dd7c5a9c4a7.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,14K White Gold,,,Radiant,,,,,,0.0,,0,deny,manual,26420.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_ROSE_DOWN.jpg?v=1769692007,4,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_DOWN_23feee1e-f896-4742-b6d0-b3646579e9a3.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,14K Yellow Gold,,,Radiant,,,,,,0.0,,0,deny,manual,26420.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_DOWN_eb2b7bbf-77da-44d7-b120-9d3f09282aa8.jpg?v=1769692007,5,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_YELLOW_DOWN_a313ec5e-6cd9-434c-a9dd-bac3b09098c7.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,14K Rose Gold,,,Radiant,,,,,,0.0,,0,deny,manual,26420.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_YELLOW_DOWN.jpg?v=1769692007,6,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_ROSE_DOWN_f8c0154b-9574-47e7-b1a3-9dd7c5a9c4a7.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,18K White Gold,,,Radiant,,,,,,0.0,,0,deny,manual,35410.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_ROSE_DOWN_82f62bf8-92f6-49a5-a145-85dfd216360b.jpg?v=1769692007,7,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_DOWN_23feee1e-f896-4742-b6d0-b3646579e9a3.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,18K Yellow Gold,,,Radiant,,,,,,0.0,,0,deny,manual,35410.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_DOWN_0b2ecbe5-e491-4de2-b892-9e412d0d8f84.jpg?v=1769692007,8,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_YELLOW_DOWN_a313ec5e-6cd9-434c-a9dd-bac3b09098c7.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,18K Rose Gold,,,Radiant,,,,,,0.0,,0,deny,manual,35410.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_YELLOW_DOWN_a313ec5e-6cd9-434c-a9dd-bac3b09098c7.jpg?v=1769692007,9,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_ROSE_DOWN_f8c0154b-9574-47e7-b1a3-9dd7c5a9c4a7.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,950 Platinum,,,Radiant,,,,,,0.0,,0,deny,manual,33910.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_ROSE_DOWN_f8c0154b-9574-47e7-b1a3-9dd7c5a9c4a7.jpg?v=1769692007,10,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_DOWN_23feee1e-f896-4742-b6d0-b3646579e9a3.jpg?v=1769692007,kg,,,
three-stone-ring-baguette-side-stones-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1000540_WHITE_DOWN_23feee1e-f896-4742-b6d0-b3646579e9a3.jpg?v=1769692007,11,"",,,,,,,,,,,,,,,,,,
wide-band-solitaire-2,Wide Band Solitaire 2,"<p>With a bold wide band, this solitaire ring makes a confident statement while highlighting the center stone with timeless elegance.</p>
    <table style=""width:100%; border:none; border-collapse:collapse;"">
      <tr>
        <td style=""text-align:left; border:none;""><strong>Band width</strong></td>
        <td style=""text-align:right; border:none;"">4.00 mm</td>
      </tr>
      
    </table>
    ",The Diamond Guy™ ,,setting,"",true,Metal,9K White Gold,,Shape,Emerald,,,,,,0.0,,0,deny,manual,18050.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_FRONT0.jpg?v=1769692001,1,"",false,,,vintage,3.0,0.5,UN017-R-1ST,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_DOWN0_a15a42ce-07c6-4ea2-a3d7-8810a9f54d38.jpg?v=1769692004,kg,,,active
wide-band-solitaire-2,,,,,,,,,9K Yellow Gold,,,Emerald,,,,,,0.0,,0,deny,manual,18050.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_DOWN0.jpg?v=1769692004,2,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_YELLOW_DOWN0.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,9K Rose Gold,,,Emerald,,,,,,0.0,,0,deny,manual,18050.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_YELLOW_DOWN0_ef88388d-84fd-4f18-8a17-9aa6b8bdd319.jpg?v=1769692004,3,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_ROSE_DOWN0.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,14K White Gold,,,Emerald,,,,,,0.0,,0,deny,manual,27750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_ROSE_DOWN0_887aee34-6dfd-4d5e-aef5-f01b33b6014f.jpg?v=1769692004,4,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_DOWN0_a15a42ce-07c6-4ea2-a3d7-8810a9f54d38.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,14K Yellow Gold,,,Emerald,,,,,,0.0,,0,deny,manual,27750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_DOWN0_2a5ada85-4bbd-4f8b-867d-ad3dfd6d58c6.jpg?v=1769692004,5,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_YELLOW_DOWN0.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,14K Rose Gold,,,Emerald,,,,,,0.0,,0,deny,manual,27750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_YELLOW_DOWN0_598186f4-5ff9-4251-a881-7c2879f14214.jpg?v=1769692004,6,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_ROSE_DOWN0.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,18K White Gold,,,Emerald,,,,,,0.0,,0,deny,manual,39910.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_ROSE_DOWN0_cf221042-88f4-4ba6-94c9-8dae261b421e.jpg?v=1769692004,7,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_DOWN0_a15a42ce-07c6-4ea2-a3d7-8810a9f54d38.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,18K Yellow Gold,,,Emerald,,,,,,0.0,,0,deny,manual,39910.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_DOWN0_23521ad5-16e7-478d-976b-2c5f0a35e38d.jpg?v=1769692004,8,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_YELLOW_DOWN0.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,18K Rose Gold,,,Emerald,,,,,,0.0,,0,deny,manual,39910.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_YELLOW_DOWN0.jpg?v=1769692004,9,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_ROSE_DOWN0.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,950 Platinum,,,Emerald,,,,,,0.0,,0,deny,manual,37690.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_ROSE_DOWN0.jpg?v=1769692004,10,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_DOWN0_a15a42ce-07c6-4ea2-a3d7-8810a9f54d38.jpg?v=1769692004,kg,,,
wide-band-solitaire-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002791_WHITE_DOWN0_a15a42ce-07c6-4ea2-a3d7-8810a9f54d38.jpg?v=1769692004,11,"",,,,,,,,,,,,,,,,,,
the-wave-ring-3,The Wave Ring 3,"<p>Inspired by the natural flow of waves and organic forms, this ring offers a serene, flowing design perfect for those drawn to the beauty of the outdoors.</p>
    <table style=""width:100%; border:none; border-collapse:collapse;"">
      <tr>
        <td style=""text-align:left; border:none;""><strong>Band width</strong></td>
        <td style=""text-align:right; border:none;"">2.30 mm</td>
      </tr>
      
    </table>
    ",The Diamond Guy™ ,,setting,"",true,Metal,9K White Gold,,Shape,Pear,,,,,,0.0,,0,deny,manual,17250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_FRONT.jpg?v=1769691998,1,"",false,,,nature,3.0,0.5,UN015-R-1ST,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_DOWN_dda36960-405c-4608-a910-5f68ec187204.jpg?v=1769692001,kg,,,active
the-wave-ring-3,,,,,,,,,9K Yellow Gold,,,Pear,,,,,,0.0,,0,deny,manual,17250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_DOWN_e08cb55a-17e6-4e69-86e1-319c04dd3879.jpg?v=1769692001,2,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_YELLOW_DOWN_83a0b663-eac9-4b45-b071-7f77eca9dd56.jpg?v=1769692002,kg,,,
the-wave-ring-3,,,,,,,,,9K Rose Gold,,,Pear,,,,,,0.0,,0,deny,manual,17250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_YELLOW_DOWN_55dc4f9b-de6e-4d6b-9ba4-4ec4c83787af.jpg?v=1769692001,3,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_ROSE_DOWN.jpg?v=1769692001,kg,,,
the-wave-ring-3,,,,,,,,,14K White Gold,,,Pear,,,,,,0.0,,0,deny,manual,26280.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_ROSE_DOWN_09e99e0f-2738-4914-a3d7-a7fa8dff5418.jpg?v=1769692001,4,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_DOWN_dda36960-405c-4608-a910-5f68ec187204.jpg?v=1769692001,kg,,,
the-wave-ring-3,,,,,,,,,14K Yellow Gold,,,Pear,,,,,,0.0,,0,deny,manual,26280.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_DOWN.jpg?v=1769692001,5,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_YELLOW_DOWN_83a0b663-eac9-4b45-b071-7f77eca9dd56.jpg?v=1769692002,kg,,,
the-wave-ring-3,,,,,,,,,14K Rose Gold,,,Pear,,,,,,0.0,,0,deny,manual,26280.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_YELLOW_DOWN.jpg?v=1769692001,6,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_ROSE_DOWN.jpg?v=1769692001,kg,,,
the-wave-ring-3,,,,,,,,,18K White Gold,,,Pear,,,,,,0.0,,0,deny,manual,37690.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_ROSE_DOWN_ec31b2be-220e-4f87-a137-9c1b5866396b.jpg?v=1769692001,7,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_DOWN_dda36960-405c-4608-a910-5f68ec187204.jpg?v=1769692001,kg,,,
the-wave-ring-3,,,,,,,,,18K Yellow Gold,,,Pear,,,,,,0.0,,0,deny,manual,37690.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_DOWN_5abe8326-e395-48f3-bfe8-eb89b8619077.jpg?v=1769692001,8,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_YELLOW_DOWN_83a0b663-eac9-4b45-b071-7f77eca9dd56.jpg?v=1769692002,kg,,,
the-wave-ring-3,,,,,,,,,18K Rose Gold,,,Pear,,,,,,0.0,,0,deny,manual,37690.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_YELLOW_DOWN_83a0b663-eac9-4b45-b071-7f77eca9dd56.jpg?v=1769692002,9,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_ROSE_DOWN.jpg?v=1769692001,kg,,,
the-wave-ring-3,,,,,,,,,950 Platinum,,,Pear,,,,,,0.0,,0,deny,manual,35620.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_ROSE_DOWN.jpg?v=1769692001,10,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_DOWN_dda36960-405c-4608-a910-5f68ec187204.jpg?v=1769692001,kg,,,
the-wave-ring-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002662_WHITE_DOWN_dda36960-405c-4608-a910-5f68ec187204.jpg?v=1769692001,11,"",,,,,,,,,,,,,,,,,,
the-wave-ring-2,The Wave Ring 2,"<p>Inspired by the natural flow of waves and organic forms, this ring offers a serene, flowing design perfect for those drawn to the beauty of the outdoors.</p>
    <table style=""width:100%; border:none; border-collapse:collapse;"">
      <tr>
        <td style=""text-align:left; border:none;""><strong>Band width</strong></td>
        <td style=""text-align:right; border:none;"">2.30 mm</td>
      </tr>
      
    </table>
    ",The Diamond Guy™ ,,setting,"",true,Metal,9K White Gold,,Shape,Pear,,,,,,0.0,,0,deny,manual,14840.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002657_WHITE_FRONT.jpg?v=1769691995,1,"",false,,,nature,3.0,0.5,UN014-R-1ST,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002657_WHITE_DOWN_d4332ee1-87a7-47b8-b6f8-de42f2d67a6b.jpg?v=1769691997,kg,,,active
the-wave-ring-2,,,,,,,,,9K Yellow Gold,,,Pear,,,,,,0.0,,0,deny,manual,14840.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002657_WHITE_DOWN.jpg?v=1769691997,2,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002657_YELLOW_DOWN_fa7553d0-f9e3-4d02-9b71-717fa70c37ef.jpg?v=1769691998,kg,,,
the-wave-ring-2,,,,,,,,,9K Rose Gold,,,Pear,,,,,,0.0,,0,deny,manual,14840.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002657_YELLOW_DOWN_9dbd7a25-5ef1-4ae5-8830-cdccce07eee8.jpg?v=1769691997,3,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002657_ROSE_DOWN_46cd31ac-e2ac-4626-875e-9890bf745172.jpg?v=1769691997,kg,,,
the-wave-ring-2,,,,,,,,,14K White Gold,,,Pear,,,,,,0.0,,0,deny,manual,21850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002657_ROSE_DOWN_30c37901-fbaf-401f-8a05-6c7d66d8c76f.jpg?v=1769691997,4,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/RG1002657_WHITE_DOWN_d4332ee1-87a7-47b8-b6f8-de42f2d67a6b.jpg?v=1769691997,kg,,,
